execucao,conflitos,cores_usadas,tempo
1,0,9,0.32
2,0,9,0.36
3,0,9,0.42

melhor_solucao,9
media_cores,9.00
desvio_padrao,0.00
solucao_otima,9
tempo_medio,0.37
