execucao,conflitos,cores_usadas,tempo
1,0,31,5.58
2,0,31,5.44
3,0,31,5.43

melhor_solucao,31
media_cores,31.00
desvio_padrao,0.00
solucao_otima,31
tempo_medio,5.48
