execucao,conflitos,cores_usadas,tempo
1,0,10,0.20
2,0,10,0.17
3,0,10,0.18

melhor_solucao,10
media_cores,10.00
desvio_padrao,0.00
solucao_otima,10
tempo_medio,0.18
