execucao,conflitos,cores_usadas,tempo
1,0,31,262.85
2,0,31,254.48
3,0,31,258.58

melhor_solucao,31
media_cores,31.00
desvio_padrao,0.00
solucao_otima,30
tempo_medio,258.64
